r,t,f,y,InputToTotalCapacity
RE1,PWRDSLE01,PWRDSL,2050,0
RE1,PWRDSLE02,PWRDSL,2017,0
RE1,PWRDSLE02,PWRDSL,2018,0
RE1,PWRDSLE02,PWRDSL,2019,0
RE1,PWRDSLE02,PWRDSL,2020,0
RE1,PWRDSLE02,PWRDSL,2021,0
RE1,PWRDSLE02,PWRDSL,2022,0
RE1,PWRDSLE02,PWRDSL,2023,0
RE1,PWRDSLE02,PWRDSL,2024,0
RE1,PWRDSLE02,PWRDSL,2025,0
RE1,PWRDSLE02,PWRDSL,2026,0
RE1,PWRDSLE02,PWRDSL,2027,0
RE1,PWRDSLE02,PWRDSL,2028,0
RE1,PWRDSLE02,PWRDSL,2029,0
RE1,PWRDSLE02,PWRDSL,2030,0
RE1,PWRDSLE02,PWRDSL,2031,0
RE1,PWRDSLE02,PWRDSL,2032,0
RE1,PWRDSLE02,PWRDSL,2033,0
RE1,PWRDSLE02,PWRDSL,2034,0
RE1,PWRDSLE02,PWRDSL,2035,0
RE1,PWRDSLE02,PWRDSL,2036,0
RE1,PWRDSLE02,PWRDSL,2037,0
RE1,PWRDSLE02,PWRDSL,2038,0
RE1,PWRDSLE02,PWRDSL,2039,0
RE1,PWRDSLE02,PWRDSL,2040,0
RE1,PWRDSLE02,PWRDSL,2041,0
RE1,PWRDSLE02,PWRDSL,2042,0
RE1,PWRDSLE02,PWRDSL,2043,0
RE1,PWRDSLE02,PWRDSL,2044,0
RE1,PWRDSLE02,PWRDSL,2045,0
RE1,PWRDSLE02,PWRDSL,2046,0
RE1,PWRDSLE02,PWRDSL,2047,0
RE1,PWRDSLE02,PWRDSL,2048,0
RE1,PWRDSLE02,PWRDSL,2049,0
RE1,PWRDSLE02,PWRDSL,2050,0
RE1,PWRDSLF01,PWRDSL,2017,0
RE1,PWRDSLF01,PWRDSL,2018,0
RE1,PWRDSLF01,PWRDSL,2019,0
RE1,PWRDSLF01,PWRDSL,2020,0
RE1,PWRDSLF01,PWRDSL,2021,0
RE1,PWRDSLF01,PWRDSL,2022,0
RE1,PWRDSLF01,PWRDSL,2023,0
RE1,PWRDSLF01,PWRDSL,2024,0
RE1,PWRDSLF01,PWRDSL,2025,0
RE1,PWRDSLF01,PWRDSL,2026,0
RE1,PWRDSLF01,PWRDSL,2027,0
RE1,PWRDSLF01,PWRDSL,2028,0
RE1,PWRDSLF01,PWRDSL,2029,0
RE1,PWRDSLF01,PWRDSL,2030,0
RE1,PWRDSLF01,PWRDSL,2031,0
RE1,PWRDSLF01,PWRDSL,2032,0
RE1,PWRDSLF01,PWRDSL,2033,0
RE1,PWRDSLF01,PWRDSL,2034,0
RE1,PWRDSLF01,PWRDSL,2035,0
RE1,PWRDSLF01,PWRDSL,2036,0
RE1,PWRDSLF01,PWRDSL,2037,0
RE1,PWRDSLF01,PWRDSL,2038,0
RE1,PWRDSLF01,PWRDSL,2039,0
RE1,PWRDSLF01,PWRDSL,2040,0
RE1,PWRDSLF01,PWRDSL,2041,0
RE1,PWRDSLF01,PWRDSL,2042,0
RE1,PWRDSLF01,PWRDSL,2043,0
RE1,PWRDSLF01,PWRDSL,2044,0
RE1,PWRDSLF01,PWRDSL,2045,0
RE1,PWRDSLF01,PWRDSL,2046,0
RE1,PWRDSLF01,PWRDSL,2047,0
RE1,PWRDSLF01,PWRDSL,2048,0
RE1,PWRDSLF01,PWRDSL,2049,0
RE1,PWRDSLF01,PWRDSL,2050,0
RE1,PWRDSLF02,PWRDSL,2017,0
RE1,PWRDSLF02,PWRDSL,2018,0
RE1,PWRDSLF02,PWRDSL,2019,0
RE1,PWRDSLF02,PWRDSL,2020,0
RE1,PWRDSLF02,PWRDSL,2021,0
RE1,PWRDSLF02,PWRDSL,2022,0
RE1,PWRDSLF02,PWRDSL,2023,0
RE1,PWRDSLF02,PWRDSL,2024,0
RE1,PWRDSLF02,PWRDSL,2025,0
RE1,PWRDSLF02,PWRDSL,2026,0
RE1,PWRDSLF02,PWRDSL,2027,0
RE1,PWRDSLF02,PWRDSL,2028,0
RE1,PWRDSLF02,PWRDSL,2029,0
RE1,PWRDSLF02,PWRDSL,2030,0
RE1,PWRDSLF02,PWRDSL,2031,0
RE1,PWRDSLF02,PWRDSL,2032,0
RE1,PWRDSLF02,PWRDSL,2033,0
RE1,PWRDSLF02,PWRDSL,2034,0
RE1,PWRDSLF02,PWRDSL,2035,0
RE1,PWRDSLF02,PWRDSL,2036,0
RE1,PWRDSLF02,PWRDSL,2037,0
RE1,PWRDSLF02,PWRDSL,2038,0
RE1,PWRDSLF02,PWRDSL,2039,0
RE1,PWRDSLF02,PWRDSL,2040,0
RE1,PWRDSLF02,PWRDSL,2041,0
RE1,PWRDSLF02,PWRDSL,2042,0
RE1,PWRDSLF02,PWRDSL,2043,0
RE1,PWRDSLF02,PWRDSL,2044,0
RE1,PWRDSLF02,PWRDSL,2045,0
RE1,PWRDSLF02,PWRDSL,2046,0
RE1,PWRDSLF02,PWRDSL,2047,0
RE1,PWRDSLF02,PWRDSL,2048,0
RE1,PWRDSLF02,PWRDSL,2049,0
RE1,PWRDSLF02,PWRDSL,2050,0
RE1,PWRDSLG01,PWRDSL,2017,0
RE1,PWRDSLG01,PWRDSL,2018,0
RE1,PWRDSLG01,PWRDSL,2019,0
RE1,PWRDSLG01,PWRDSL,2020,0
RE1,PWRDSLG01,PWRDSL,2021,0
RE1,PWRDSLG01,PWRDSL,2022,0
RE1,PWRDSLG01,PWRDSL,2023,0
RE1,PWRDSLG01,PWRDSL,2024,0
RE1,PWRDSLG01,PWRDSL,2025,0
RE1,PWRDSLG01,PWRDSL,2026,0
RE1,PWRDSLG01,PWRDSL,2027,0
RE1,PWRDSLG01,PWRDSL,2028,0
RE1,PWRDSLG01,PWRDSL,2029,0
RE1,PWRDSLG01,PWRDSL,2030,0
RE1,PWRDSLG01,PWRDSL,2031,0
RE1,PWRDSLG01,PWRDSL,2032,0
RE1,PWRDSLG01,PWRDSL,2033,0
RE1,PWRDSLG01,PWRDSL,2034,0
RE1,PWRDSLG01,PWRDSL,2035,0
RE1,PWRDSLG01,PWRDSL,2036,0
RE1,PWRDSLG01,PWRDSL,2037,0
RE1,PWRDSLG01,PWRDSL,2038,0
RE1,PWRDSLG01,PWRDSL,2039,0
RE1,PWRDSLG01,PWRDSL,2040,0
RE1,PWRDSLG01,PWRDSL,2041,0
RE1,PWRDSLG01,PWRDSL,2042,0
RE1,PWRDSLG01,PWRDSL,2043,0
RE1,PWRDSLG01,PWRDSL,2044,0
RE1,PWRDSLG01,PWRDSL,2045,0
RE1,PWRDSLG01,PWRDSL,2046,0
RE1,PWRDSLG01,PWRDSL,2047,0
RE1,PWRDSLG01,PWRDSL,2048,0
RE1,PWRDSLG01,PWRDSL,2049,0
RE1,PWRDSLG01,PWRDSL,2050,0
RE1,PWRDSLG02,PWRDSL,2017,0
RE1,PWRDSLG02,PWRDSL,2018,0
RE1,PWRDSLG02,PWRDSL,2019,0
RE1,PWRDSLG02,PWRDSL,2020,0
RE1,PWRDSLG02,PWRDSL,2021,0
RE1,PWRDSLG02,PWRDSL,2022,0
RE1,PWRDSLG02,PWRDSL,2023,0
RE1,PWRDSLG02,PWRDSL,2024,0
RE1,PWRDSLG02,PWRDSL,2025,0
RE1,PWRDSLG02,PWRDSL,2026,0
RE1,PWRDSLG02,PWRDSL,2027,0
RE1,PWRDSLG02,PWRDSL,2028,0
RE1,PWRDSLG02,PWRDSL,2029,0
RE1,PWRDSLG02,PWRDSL,2030,0
RE1,PWRDSLG02,PWRDSL,2031,0
RE1,PWRDSLG02,PWRDSL,2032,0
RE1,PWRDSLG02,PWRDSL,2033,0
RE1,PWRDSLG02,PWRDSL,2034,0
RE1,PWRDSLG02,PWRDSL,2035,0
RE1,PWRDSLG02,PWRDSL,2036,0
RE1,PWRDSLG02,PWRDSL,2037,0
RE1,PWRDSLG02,PWRDSL,2038,0
RE1,PWRDSLG02,PWRDSL,2039,0
RE1,PWRDSLG02,PWRDSL,2040,0
RE1,PWRDSLG02,PWRDSL,2041,0
RE1,PWRDSLG02,PWRDSL,2042,0
RE1,PWRDSLG02,PWRDSL,2043,0
RE1,PWRDSLG02,PWRDSL,2044,0
RE1,PWRDSLG02,PWRDSL,2045,0
RE1,PWRDSLG02,PWRDSL,2046,0
RE1,PWRDSLG02,PWRDSL,2047,0
RE1,PWRDSLG02,PWRDSL,2048,0
RE1,PWRDSLG02,PWRDSL,2049,0
RE1,PWRDSLG02,PWRDSL,2050,0
RE1,PWRDSLH01,PWRDSL,2017,0
RE1,PWRDSLH01,PWRDSL,2018,0
RE1,PWRDSLH01,PWRDSL,2019,0
RE1,PWRDSLH01,PWRDSL,2020,0
RE1,PWRDSLH01,PWRDSL,2021,0
RE1,PWRDSLH01,PWRDSL,2022,0
RE1,PWRDSLH01,PWRDSL,2023,0
RE1,PWRDSLH01,PWRDSL,2024,0
RE1,PWRDSLH01,PWRDSL,2025,0
RE1,PWRDSLH01,PWRDSL,2026,0
RE1,PWRDSLH01,PWRDSL,2027,0
RE1,PWRDSLH01,PWRDSL,2028,0
RE1,PWRDSLH01,PWRDSL,2029,0
RE1,PWRDSLH01,PWRDSL,2030,0
RE1,PWRDSLH01,PWRDSL,2031,0
RE1,PWRDSLH01,PWRDSL,2032,0
RE1,PWRDSLH01,PWRDSL,2033,0
RE1,PWRDSLH01,PWRDSL,2034,0
RE1,PWRDSLH01,PWRDSL,2035,0
RE1,PWRDSLH01,PWRDSL,2036,0
RE1,PWRDSLH01,PWRDSL,2037,0
RE1,PWRDSLH01,PWRDSL,2038,0
RE1,PWRDSLH01,PWRDSL,2039,0
RE1,PWRDSLH01,PWRDSL,2040,0
RE1,PWRDSLH01,PWRDSL,2041,0
RE1,PWRDSLH01,PWRDSL,2042,0
RE1,PWRDSLH01,PWRDSL,2043,0
RE1,PWRDSLH01,PWRDSL,2044,0
RE1,PWRDSLH01,PWRDSL,2045,0
RE1,PWRDSLH01,PWRDSL,2046,0
RE1,PWRDSLH01,PWRDSL,2047,0
RE1,PWRDSLH01,PWRDSL,2048,0
RE1,PWRDSLH01,PWRDSL,2049,0
RE1,PWRDSLH01,PWRDSL,2050,0
RE1,PWRDSLH02,PWRDSL,2017,0
RE1,PWRDSLH02,PWRDSL,2018,0
RE1,PWRDSLH02,PWRDSL,2019,0
RE1,PWRDSLH02,PWRDSL,2020,0
RE1,PWRDSLH02,PWRDSL,2021,0
RE1,PWRDSLH02,PWRDSL,2022,0
RE1,PWRDSLH02,PWRDSL,2023,0
RE1,PWRDSLH02,PWRDSL,2024,0
RE1,PWRDSLH02,PWRDSL,2025,0
RE1,PWRDSLH02,PWRDSL,2026,0
RE1,PWRDSLH02,PWRDSL,2027,0
RE1,PWRDSLH02,PWRDSL,2028,0
RE1,PWRDSLH02,PWRDSL,2029,0
RE1,PWRDSLH02,PWRDSL,2030,0
RE1,PWRDSLH02,PWRDSL,2031,0
RE1,PWRDSLH02,PWRDSL,2032,0
RE1,PWRDSLH02,PWRDSL,2033,0
RE1,PWRDSLH02,PWRDSL,2034,0
RE1,PWRDSLH02,PWRDSL,2035,0
RE1,PWRDSLH02,PWRDSL,2036,0
RE1,PWRDSLH02,PWRDSL,2037,0
RE1,PWRDSLH02,PWRDSL,2038,0
RE1,PWRDSLH02,PWRDSL,2039,0
RE1,PWRDSLH02,PWRDSL,2040,0
RE1,PWRDSLH02,PWRDSL,2041,0
RE1,PWRDSLH02,PWRDSL,2042,0
RE1,PWRDSLH02,PWRDSL,2043,0
RE1,PWRDSLH02,PWRDSL,2044,0
RE1,PWRDSLH02,PWRDSL,2045,0
RE1,PWRDSLH02,PWRDSL,2046,0
RE1,PWRDSLH02,PWRDSL,2047,0
RE1,PWRDSLH02,PWRDSL,2048,0
RE1,PWRDSLH02,PWRDSL,2049,0
RE1,PWRDSLH02,PWRDSL,2050,0
RE1,PWRDSLI01,PWRDSL,2017,0
RE1,PWRDSLI01,PWRDSL,2018,0
RE1,PWRDSLI01,PWRDSL,2019,0
RE1,PWRDSLI01,PWRDSL,2020,0
RE1,PWRDSLI01,PWRDSL,2021,0
RE1,PWRDSLI01,PWRDSL,2022,0
RE1,PWRDSLI01,PWRDSL,2023,0
RE1,PWRDSLI01,PWRDSL,2024,0
RE1,PWRDSLI01,PWRDSL,2025,0
RE1,PWRDSLI01,PWRDSL,2026,0
RE1,PWRDSLI01,PWRDSL,2027,0
RE1,PWRDSLI01,PWRDSL,2028,0
RE1,PWRDSLI01,PWRDSL,2029,0
RE1,PWRDSLI01,PWRDSL,2030,0
RE1,PWRDSLI01,PWRDSL,2031,0
RE1,PWRDSLI01,PWRDSL,2032,0
RE1,PWRDSLI01,PWRDSL,2033,0
RE1,PWRDSLI01,PWRDSL,2034,0
RE1,PWRDSLI01,PWRDSL,2035,0
RE1,PWRDSLI01,PWRDSL,2036,0
RE1,PWRDSLI01,PWRDSL,2037,0
RE1,PWRDSLI01,PWRDSL,2038,0
RE1,PWRDSLI01,PWRDSL,2039,0
RE1,PWRDSLI01,PWRDSL,2040,0
RE1,PWRDSLI01,PWRDSL,2041,0
RE1,PWRDSLI01,PWRDSL,2042,0
RE1,PWRDSLI01,PWRDSL,2043,0
RE1,PWRDSLI01,PWRDSL,2044,0
RE1,PWRDSLI01,PWRDSL,2045,0
RE1,PWRDSLI01,PWRDSL,2046,0
RE1,PWRDSLI01,PWRDSL,2047,0
RE1,PWRDSLI01,PWRDSL,2048,0
RE1,PWRDSLI01,PWRDSL,2049,0
RE1,PWRDSLI01,PWRDSL,2050,0
RE1,PWRDSLI02,PWRDSL,2017,0
RE1,PWRDSLI02,PWRDSL,2018,0
RE1,PWRDSLI02,PWRDSL,2019,0
RE1,PWRDSLI02,PWRDSL,2020,0
RE1,PWRDSLI02,PWRDSL,2021,0
RE1,PWRDSLI02,PWRDSL,2022,0
RE1,PWRDSLI02,PWRDSL,2023,0
RE1,PWRDSLI02,PWRDSL,2024,0
RE1,PWRDSLI02,PWRDSL,2025,0
RE1,PWRDSLI02,PWRDSL,2026,0
RE1,PWRDSLI02,PWRDSL,2027,0
RE1,PWRDSLI02,PWRDSL,2028,0
RE1,PWRDSLI02,PWRDSL,2029,0
RE1,PWRDSLI02,PWRDSL,2030,0
RE1,PWRDSLI02,PWRDSL,2031,0
RE1,PWRDSLI02,PWRDSL,2032,0
RE1,PWRDSLI02,PWRDSL,2033,0
RE1,PWRDSLI02,PWRDSL,2034,0
RE1,PWRDSLI02,PWRDSL,2035,0
RE1,PWRDSLI02,PWRDSL,2036,0
RE1,PWRDSLI02,PWRDSL,2037,0
RE1,PWRDSLI02,PWRDSL,2038,0
RE1,PWRDSLI02,PWRDSL,2039,0
RE1,PWRDSLI02,PWRDSL,2040,0
RE1,PWRDSLI02,PWRDSL,2041,0
RE1,PWRDSLI02,PWRDSL,2042,0
RE1,PWRDSLI02,PWRDSL,2043,0
RE1,PWRDSLI02,PWRDSL,2044,0
RE1,PWRDSLI02,PWRDSL,2045,0
RE1,PWRDSLI02,PWRDSL,2046,0
RE1,PWRDSLI02,PWRDSL,2047,0
RE1,PWRDSLI02,PWRDSL,2048,0
RE1,PWRDSLI02,PWRDSL,2049,0
RE1,PWRDSLI02,PWRDSL,2050,0
RE1,PWRDSLJ01,PWRDSL,2017,0
RE1,PWRDSLJ01,PWRDSL,2018,0
RE1,PWRDSLJ01,PWRDSL,2019,0
RE1,PWRDSLJ01,PWRDSL,2020,0
RE1,PWRDSLJ01,PWRDSL,2021,0
RE1,PWRDSLJ01,PWRDSL,2022,0
RE1,PWRDSLJ01,PWRDSL,2023,0
RE1,PWRDSLJ01,PWRDSL,2024,0
RE1,PWRDSLJ01,PWRDSL,2025,0
RE1,PWRDSLJ01,PWRDSL,2026,0
RE1,PWRDSLJ01,PWRDSL,2027,0
RE1,PWRDSLJ01,PWRDSL,2028,0
RE1,PWRDSLJ01,PWRDSL,2029,0
RE1,PWRDSLJ01,PWRDSL,2030,0
RE1,PWRDSLJ01,PWRDSL,2031,0
RE1,PWRDSLJ01,PWRDSL,2032,0
RE1,PWRDSLJ01,PWRDSL,2033,0
RE1,PWRDSLJ01,PWRDSL,2034,0
RE1,PWRDSLJ01,PWRDSL,2035,0
RE1,PWRDSLJ01,PWRDSL,2036,0
RE1,PWRDSLJ01,PWRDSL,2037,0
RE1,PWRDSLJ01,PWRDSL,2038,0
RE1,PWRDSLJ01,PWRDSL,2039,0
RE1,PWRDSLJ01,PWRDSL,2040,0
RE1,PWRDSLJ01,PWRDSL,2041,0
RE1,PWRDSLJ01,PWRDSL,2042,0
RE1,PWRDSLJ01,PWRDSL,2043,0
RE1,PWRDSLJ01,PWRDSL,2044,0
RE1,PWRDSLJ01,PWRDSL,2045,0
RE1,PWRDSLJ01,PWRDSL,2046,0
RE1,PWRDSLJ01,PWRDSL,2047,0
RE1,PWRDSLJ01,PWRDSL,2048,0
RE1,PWRDSLJ01,PWRDSL,2049,0
RE1,PWRDSLJ01,PWRDSL,2050,0
RE1,PWRDSLJ02,PWRDSL,2017,0
RE1,PWRDSLJ02,PWRDSL,2018,0
RE1,PWRDSLJ02,PWRDSL,2019,0
RE1,PWRDSLJ02,PWRDSL,2020,0
RE1,PWRDSLJ02,PWRDSL,2021,0
RE1,PWRDSLJ02,PWRDSL,2022,0
RE1,PWRDSLJ02,PWRDSL,2023,0
RE1,PWRDSLJ02,PWRDSL,2024,0
RE1,PWRDSLJ02,PWRDSL,2025,0
RE1,PWRDSLJ02,PWRDSL,2026,0
RE1,PWRDSLJ02,PWRDSL,2027,0
RE1,PWRDSLJ02,PWRDSL,2028,0
RE1,PWRDSLJ02,PWRDSL,2029,0
RE1,PWRDSLJ02,PWRDSL,2030,0
RE1,PWRDSLJ02,PWRDSL,2031,0
RE1,PWRDSLJ02,PWRDSL,2032,0
RE1,PWRDSLJ02,PWRDSL,2033,0
RE1,PWRDSLJ02,PWRDSL,2034,0
RE1,PWRDSLJ02,PWRDSL,2035,0
RE1,PWRDSLJ02,PWRDSL,2036,0
RE1,PWRDSLJ02,PWRDSL,2037,0
RE1,PWRDSLJ02,PWRDSL,2038,0
RE1,PWRDSLJ02,PWRDSL,2039,0
RE1,PWRDSLJ02,PWRDSL,2040,0
RE1,PWRDSLJ02,PWRDSL,2041,0
RE1,PWRDSLJ02,PWRDSL,2042,0
RE1,PWRDSLJ02,PWRDSL,2043,0
RE1,PWRDSLJ02,PWRDSL,2044,0
RE1,PWRDSLJ02,PWRDSL,2045,0
RE1,PWRDSLJ02,PWRDSL,2046,0
RE1,PWRDSLJ02,PWRDSL,2047,0
RE1,PWRDSLJ02,PWRDSL,2048,0
RE1,PWRDSLJ02,PWRDSL,2049,0
RE1,PWRDSLJ02,PWRDSL,2050,0
RE1,PWRGEOA01,PWRGEO,2017,0
RE1,PWRGEOA01,PWRGEO,2018,0
RE1,PWRGEOA01,PWRGEO,2019,0
RE1,PWRGEOA01,PWRGEO,2020,0
RE1,PWRGEOA01,PWRGEO,2021,0
RE1,PWRGEOA01,PWRGEO,2022,0
RE1,PWRGEOA01,PWRGEO,2023,0
RE1,PWRGEOA01,PWRGEO,2024,0
RE1,PWRGEOA01,PWRGEO,2025,0
RE1,PWRGEOA01,PWRGEO,2026,0
RE1,PWRGEOA01,PWRGEO,2027,0
RE1,PWRGEOA01,PWRGEO,2028,0
RE1,PWRGEOA01,PWRGEO,2029,0
RE1,PWRGEOA01,PWRGEO,2030,0
RE1,PWRGEOA01,PWRGEO,2031,0
RE1,PWRGEOA01,PWRGEO,2032,0
RE1,PWRGEOA01,PWRGEO,2033,0
RE1,PWRGEOA01,PWRGEO,2034,0
RE1,PWRGEOA01,PWRGEO,2035,0
RE1,PWRGEOA01,PWRGEO,2036,0
RE1,PWRGEOA01,PWRGEO,2037,0
RE1,PWRGEOA01,PWRGEO,2038,0
RE1,PWRGEOA01,PWRGEO,2039,0
RE1,PWRGEOA01,PWRGEO,2040,0
RE1,PWRGEOA01,PWRGEO,2041,0
RE1,PWRGEOA01,PWRGEO,2042,0
RE1,PWRGEOA01,PWRGEO,2043,0
RE1,PWRGEOA01,PWRGEO,2044,0
RE1,PWRGEOA01,PWRGEO,2045,0
RE1,PWRGEOA01,PWRGEO,2046,0
RE1,PWRGEOA01,PWRGEO,2047,0
RE1,PWRGEOA01,PWRGEO,2048,0
RE1,PWRGEOA01,PWRGEO,2049,0
RE1,PWRGEOA01,PWRGEO,2050,0
RE1,PWRGEOB01,PWRGEO,2017,0
RE1,PWRGEOB01,PWRGEO,2018,0
RE1,PWRGEOB01,PWRGEO,2019,0
RE1,PWRGEOB01,PWRGEO,2020,0
RE1,PWRGEOB01,PWRGEO,2021,0
RE1,PWRGEOB01,PWRGEO,2022,0
RE1,PWRGEOB01,PWRGEO,2023,0
RE1,PWRGEOB01,PWRGEO,2024,0
RE1,PWRGEOB01,PWRGEO,2025,0
RE1,PWRGEOB01,PWRGEO,2026,0
RE1,PWRGEOB01,PWRGEO,2027,0
RE1,PWRGEOB01,PWRGEO,2028,0
RE1,PWRGEOB01,PWRGEO,2029,0
RE1,PWRGEOB01,PWRGEO,2030,0
RE1,PWRGEOB01,PWRGEO,2031,0
RE1,PWRGEOB01,PWRGEO,2032,0
RE1,PWRGEOB01,PWRGEO,2033,0
RE1,PWRGEOB01,PWRGEO,2034,0
RE1,PWRGEOB01,PWRGEO,2035,0
RE1,PWRGEOB01,PWRGEO,2036,0
RE1,PWRGEOB01,PWRGEO,2037,0
RE1,PWRGEOB01,PWRGEO,2038,0
RE1,PWRGEOB01,PWRGEO,2039,0
RE1,PWRGEOB01,PWRGEO,2040,0
RE1,PWRGEOB01,PWRGEO,2041,0
RE1,PWRGEOB01,PWRGEO,2042,0
RE1,PWRGEOB01,PWRGEO,2043,0
RE1,PWRGEOB01,PWRGEO,2044,0
RE1,PWRGEOB01,PWRGEO,2045,0
RE1,PWRGEOB01,PWRGEO,2046,0
RE1,PWRGEOB01,PWRGEO,2047,0
RE1,PWRGEOB01,PWRGEO,2048,0
RE1,PWRGEOB01,PWRGEO,2049,0
RE1,PWRGEOB01,PWRGEO,2050,0
RE1,PWRGEOC01,PWRGEO,2017,0
RE1,PWRGEOC01,PWRGEO,2018,0
RE1,PWRGEOC01,PWRGEO,2019,0
RE1,PWRGEOC01,PWRGEO,2020,0
RE1,PWRGEOC01,PWRGEO,2021,0
RE1,PWRGEOC01,PWRGEO,2022,0
RE1,PWRGEOC01,PWRGEO,2023,0
RE1,PWRGEOC01,PWRGEO,2024,0
RE1,PWRGEOC01,PWRGEO,2025,0
RE1,PWRGEOC01,PWRGEO,2026,0
RE1,PWRGEOC01,PWRGEO,2027,0
RE1,PWRGEOC01,PWRGEO,2028,0
RE1,PWRGEOC01,PWRGEO,2029,0
RE1,PWRGEOC01,PWRGEO,2030,0
RE1,PWRGEOC01,PWRGEO,2031,0
RE1,PWRGEOC01,PWRGEO,2032,0
RE1,PWRGEOC01,PWRGEO,2033,0
RE1,PWRGEOC01,PWRGEO,2034,0
RE1,PWRGEOC01,PWRGEO,2035,0
RE1,PWRGEOC01,PWRGEO,2036,0
RE1,PWRGEOC01,PWRGEO,2037,0
RE1,PWRGEOC01,PWRGEO,2038,0
RE1,PWRGEOC01,PWRGEO,2039,0
RE1,PWRGEOC01,PWRGEO,2040,0
RE1,PWRGEOC01,PWRGEO,2041,0
RE1,PWRGEOC01,PWRGEO,2042,0
RE1,PWRGEOC01,PWRGEO,2043,0
RE1,PWRGEOC01,PWRGEO,2044,0
RE1,PWRGEOC01,PWRGEO,2045,0
RE1,PWRGEOC01,PWRGEO,2046,0
RE1,PWRGEOC01,PWRGEO,2047,0
RE1,PWRGEOC01,PWRGEO,2048,0
RE1,PWRGEOC01,PWRGEO,2049,0
RE1,PWRGEOC01,PWRGEO,2050,0
RE1,PWRGEOD01,PWRGEO,2017,0
RE1,PWRGEOD01,PWRGEO,2018,0
RE1,PWRGEOD01,PWRGEO,2019,0
RE1,PWRGEOD01,PWRGEO,2020,0
RE1,PWRGEOD01,PWRGEO,2021,0
RE1,PWRGEOD01,PWRGEO,2022,0
RE1,PWRGEOD01,PWRGEO,2023,0
RE1,PWRGEOD01,PWRGEO,2024,0
RE1,PWRGEOD01,PWRGEO,2025,0
RE1,PWRGEOD01,PWRGEO,2026,0
RE1,PWRGEOD01,PWRGEO,2027,0
RE1,PWRGEOD01,PWRGEO,2028,0
RE1,PWRGEOD01,PWRGEO,2029,0
RE1,PWRGEOD01,PWRGEO,2030,0
RE1,PWRGEOD01,PWRGEO,2031,0
RE1,PWRGEOD01,PWRGEO,2032,0
RE1,PWRGEOD01,PWRGEO,2033,0
RE1,PWRGEOD01,PWRGEO,2034,0
RE1,PWRGEOD01,PWRGEO,2035,0
RE1,PWRGEOD01,PWRGEO,2036,0
RE1,PWRGEOD01,PWRGEO,2037,0
RE1,PWRGEOD01,PWRGEO,2038,0
RE1,PWRGEOD01,PWRGEO,2039,0
RE1,PWRGEOD01,PWRGEO,2040,0
RE1,PWRGEOD01,PWRGEO,2041,0
RE1,PWRGEOD01,PWRGEO,2042,0
RE1,PWRGEOD01,PWRGEO,2043,0
RE1,PWRGEOD01,PWRGEO,2044,0
RE1,PWRGEOD01,PWRGEO,2045,0
RE1,PWRGEOD01,PWRGEO,2046,0
RE1,PWRGEOD01,PWRGEO,2047,0
RE1,PWRGEOD01,PWRGEO,2048,0
RE1,PWRGEOD01,PWRGEO,2049,0
RE1,PWRGEOD01,PWRGEO,2050,0
RE1,PWRGEOH01,PWRGEO,2017,0
RE1,PWRGEOH01,PWRGEO,2018,0
RE1,PWRGEOH01,PWRGEO,2019,0
RE1,PWRGEOH01,PWRGEO,2020,0
RE1,PWRGEOH01,PWRGEO,2021,0
RE1,PWRGEOH01,PWRGEO,2022,0
RE1,PWRGEOH01,PWRGEO,2023,0
RE1,PWRGEOH01,PWRGEO,2024,0
RE1,PWRGEOH01,PWRGEO,2025,0
RE1,PWRGEOH01,PWRGEO,2026,0
RE1,PWRGEOH01,PWRGEO,2027,0
RE1,PWRGEOH01,PWRGEO,2028,0
RE1,PWRGEOH01,PWRGEO,2029,0
RE1,PWRGEOH01,PWRGEO,2030,0
RE1,PWRGEOH01,PWRGEO,2031,0
RE1,PWRGEOH01,PWRGEO,2032,0
RE1,PWRGEOH01,PWRGEO,2033,0
RE1,PWRGEOH01,PWRGEO,2034,0
RE1,PWRGEOH01,PWRGEO,2035,0
RE1,PWRGEOH01,PWRGEO,2036,0
RE1,PWRGEOH01,PWRGEO,2037,0
RE1,PWRGEOH01,PWRGEO,2038,0
RE1,PWRGEOH01,PWRGEO,2039,0
RE1,PWRGEOH01,PWRGEO,2040,0
RE1,PWRGEOH01,PWRGEO,2041,0
RE1,PWRGEOH01,PWRGEO,2042,0
RE1,PWRGEOH01,PWRGEO,2043,0
RE1,PWRGEOH01,PWRGEO,2044,0
RE1,PWRGEOH01,PWRGEO,2045,0
RE1,PWRGEOH01,PWRGEO,2046,0
RE1,PWRGEOH01,PWRGEO,2047,0
RE1,PWRGEOH01,PWRGEO,2048,0
RE1,PWRGEOH01,PWRGEO,2049,0
RE1,PWRGEOH01,PWRGEO,2050,0
RE1,PWRGEOJ01,PWRGEO,2017,0
RE1,PWRGEOJ01,PWRGEO,2018,0
RE1,PWRGEOJ01,PWRGEO,2019,0
RE1,PWRGEOJ01,PWRGEO,2020,0
RE1,PWRGEOJ01,PWRGEO,2021,0
RE1,PWRGEOJ01,PWRGEO,2022,0
RE1,PWRGEOJ01,PWRGEO,2023,0
RE1,PWRGEOJ01,PWRGEO,2024,0
RE1,PWRGEOJ01,PWRGEO,2025,0
RE1,PWRGEOJ01,PWRGEO,2026,0
RE1,PWRGEOJ01,PWRGEO,2027,0
