r,t,f,y,InputToTotalCapacity
RE1,PWRTRNBA2,ELCA01,2038,0
RE1,PWRTRNBA2,ELCA01,2039,0
RE1,PWRTRNBA2,ELCA01,2040,0
RE1,PWRTRNBA2,ELCA01,2041,0
RE1,PWRTRNBA2,ELCA01,2042,0
RE1,PWRTRNBA2,ELCA01,2043,0
RE1,PWRTRNBA2,ELCA01,2044,0
RE1,PWRTRNBA2,ELCA01,2045,0
RE1,PWRTRNBA2,ELCA01,2046,0
RE1,PWRTRNBA2,ELCA01,2047,0
RE1,PWRTRNBA2,ELCA01,2048,0
RE1,PWRTRNBA2,ELCA01,2049,0
RE1,PWRTRNBA2,ELCA01,2050,0
RE1,PWRTRNBG1,ELCB02,2017,0
RE1,PWRTRNBG1,ELCB02,2018,0
RE1,PWRTRNBG1,ELCB02,2019,0
RE1,PWRTRNBG1,ELCB02,2020,0
RE1,PWRTRNBG1,ELCB02,2021,0
RE1,PWRTRNBG1,ELCB02,2022,0
RE1,PWRTRNBG1,ELCB02,2023,0
RE1,PWRTRNBG1,ELCB02,2024,0
RE1,PWRTRNBG1,ELCB02,2025,0
RE1,PWRTRNBG1,ELCB02,2026,0
RE1,PWRTRNBG1,ELCB02,2027,0
RE1,PWRTRNBG1,ELCB02,2028,0
RE1,PWRTRNBG1,ELCB02,2029,0
RE1,PWRTRNBG1,ELCB02,2030,0
RE1,PWRTRNBG1,ELCB02,2031,0
RE1,PWRTRNBG1,ELCB02,2032,0
RE1,PWRTRNBG1,ELCB02,2033,0
RE1,PWRTRNBG1,ELCB02,2034,0
RE1,PWRTRNBG1,ELCB02,2035,0
RE1,PWRTRNBG1,ELCB02,2036,0
RE1,PWRTRNBG1,ELCB02,2037,0
RE1,PWRTRNBG1,ELCB02,2038,0
RE1,PWRTRNBG1,ELCB02,2039,0
RE1,PWRTRNBG1,ELCB02,2040,0
RE1,PWRTRNBG1,ELCB02,2041,0
RE1,PWRTRNBG1,ELCB02,2042,0
RE1,PWRTRNBG1,ELCB02,2043,0
RE1,PWRTRNBG1,ELCB02,2044,0
RE1,PWRTRNBG1,ELCB02,2045,0
RE1,PWRTRNBG1,ELCB02,2046,0
RE1,PWRTRNBG1,ELCB02,2047,0
RE1,PWRTRNBG1,ELCB02,2048,0
RE1,PWRTRNBG1,ELCB02,2049,0
RE1,PWRTRNBG1,ELCB02,2050,0
RE1,PWRTRNBG2,ELCG02,2017,0
RE1,PWRTRNBG2,ELCG02,2018,0
RE1,PWRTRNBG2,ELCG02,2019,0
RE1,PWRTRNBG2,ELCG02,2020,0
RE1,PWRTRNBG2,ELCG02,2021,0
RE1,PWRTRNBG2,ELCG02,2022,0
RE1,PWRTRNBG2,ELCG02,2023,0
RE1,PWRTRNBG2,ELCG02,2024,0
RE1,PWRTRNBG2,ELCG02,2025,0
RE1,PWRTRNBG2,ELCG02,2026,0
RE1,PWRTRNBG2,ELCG02,2027,0
RE1,PWRTRNBG2,ELCG02,2028,0
RE1,PWRTRNBG2,ELCG02,2029,0
RE1,PWRTRNBG2,ELCG02,2030,0
RE1,PWRTRNBG2,ELCG02,2031,0
RE1,PWRTRNBG2,ELCG02,2032,0
RE1,PWRTRNBG2,ELCG02,2033,0
RE1,PWRTRNBG2,ELCG02,2034,0
RE1,PWRTRNBG2,ELCG02,2035,0
RE1,PWRTRNBG2,ELCG02,2036,0
RE1,PWRTRNBG2,ELCG02,2037,0
RE1,PWRTRNBG2,ELCG02,2038,0
RE1,PWRTRNBG2,ELCG02,2039,0
RE1,PWRTRNBG2,ELCG02,2040,0
RE1,PWRTRNBG2,ELCG02,2041,0
RE1,PWRTRNBG2,ELCG02,2042,0
RE1,PWRTRNBG2,ELCG02,2043,0
RE1,PWRTRNBG2,ELCG02,2044,0
RE1,PWRTRNBG2,ELCG02,2045,0
RE1,PWRTRNBG2,ELCG02,2046,0
RE1,PWRTRNBG2,ELCG02,2047,0
RE1,PWRTRNBG2,ELCG02,2048,0
RE1,PWRTRNBG2,ELCG02,2049,0
RE1,PWRTRNBG2,ELCG02,2050,0
RE1,PWRTRNC01,ELCC01,2017,0
RE1,PWRTRNC01,ELCC01,2018,0
RE1,PWRTRNC01,ELCC01,2019,0
RE1,PWRTRNC01,ELCC01,2020,0
RE1,PWRTRNC01,ELCC01,2021,0
RE1,PWRTRNC01,ELCC01,2022,0
RE1,PWRTRNC01,ELCC01,2023,0
RE1,PWRTRNC01,ELCC01,2024,0
RE1,PWRTRNC01,ELCC01,2025,0
RE1,PWRTRNC01,ELCC01,2026,0
RE1,PWRTRNC01,ELCC01,2027,0
RE1,PWRTRNC01,ELCC01,2028,0
RE1,PWRTRNC01,ELCC01,2029,0
RE1,PWRTRNC01,ELCC01,2030,0
RE1,PWRTRNC01,ELCC01,2031,0
RE1,PWRTRNC01,ELCC01,2032,0
RE1,PWRTRNC01,ELCC01,2033,0
RE1,PWRTRNC01,ELCC01,2034,0
RE1,PWRTRNC01,ELCC01,2035,0
RE1,PWRTRNC01,ELCC01,2036,0
RE1,PWRTRNC01,ELCC01,2037,0
RE1,PWRTRNC01,ELCC01,2038,0
RE1,PWRTRNC01,ELCC01,2039,0
RE1,PWRTRNC01,ELCC01,2040,0
RE1,PWRTRNC01,ELCC01,2041,0
RE1,PWRTRNC01,ELCC01,2042,0
RE1,PWRTRNC01,ELCC01,2043,0
RE1,PWRTRNC01,ELCC01,2044,0
RE1,PWRTRNC01,ELCC01,2045,0
RE1,PWRTRNC01,ELCC01,2046,0
RE1,PWRTRNC01,ELCC01,2047,0
RE1,PWRTRNC01,ELCC01,2048,0
RE1,PWRTRNC01,ELCC01,2049,0
RE1,PWRTRNC01,ELCC01,2050,0
RE1,PWRTRNCA1,ELCC02,2017,0
RE1,PWRTRNCA1,ELCC02,2018,0
RE1,PWRTRNCA1,ELCC02,2019,0
RE1,PWRTRNCA1,ELCC02,2020,0
RE1,PWRTRNCA1,ELCC02,2021,0
RE1,PWRTRNCA1,ELCC02,2022,0
RE1,PWRTRNCA1,ELCC02,2023,0
RE1,PWRTRNCA1,ELCC02,2024,0
RE1,PWRTRNCA1,ELCC02,2025,0
RE1,PWRTRNCA1,ELCC02,2026,0
RE1,PWRTRNCA1,ELCC02,2027,0
RE1,PWRTRNCA1,ELCC02,2028,0
RE1,PWRTRNCA1,ELCC02,2029,0
RE1,PWRTRNCA1,ELCC02,2030,0
RE1,PWRTRNCA1,ELCC02,2031,0
RE1,PWRTRNCA1,ELCC02,2032,0
RE1,PWRTRNCA1,ELCC02,2033,0
RE1,PWRTRNCA1,ELCC02,2034,0
RE1,PWRTRNCA1,ELCC02,2035,0
RE1,PWRTRNCA1,ELCC02,2036,0
RE1,PWRTRNCA1,ELCC02,2037,0
RE1,PWRTRNCA1,ELCC02,2038,0
RE1,PWRTRNCA1,ELCC02,2039,0
RE1,PWRTRNCA1,ELCC02,2040,0
RE1,PWRTRNCA1,ELCC02,2041,0
RE1,PWRTRNCA1,ELCC02,2042,0
RE1,PWRTRNCA1,ELCC02,2043,0
RE1,PWRTRNCA1,ELCC02,2044,0
RE1,PWRTRNCA1,ELCC02,2045,0
RE1,PWRTRNCA1,ELCC02,2046,0
RE1,PWRTRNCA1,ELCC02,2047,0
RE1,PWRTRNCA1,ELCC02,2048,0
RE1,PWRTRNCA1,ELCC02,2049,0
RE1,PWRTRNCA1,ELCC02,2050,0
RE1,PWRTRNCA2,ELCA01,2017,0
RE1,PWRTRNCA2,ELCA01,2018,0
RE1,PWRTRNCA2,ELCA01,2019,0
RE1,PWRTRNCA2,ELCA01,2020,0
RE1,PWRTRNCA2,ELCA01,2021,0
RE1,PWRTRNCA2,ELCA01,2022,0
RE1,PWRTRNCA2,ELCA01,2023,0
RE1,PWRTRNCA2,ELCA01,2024,0
RE1,PWRTRNCA2,ELCA01,2025,0
RE1,PWRTRNCA2,ELCA01,2026,0
RE1,PWRTRNCA2,ELCA01,2027,0
RE1,PWRTRNCA2,ELCA01,2028,0
RE1,PWRTRNCA2,ELCA01,2029,0
RE1,PWRTRNCA2,ELCA01,2030,0
RE1,PWRTRNCA2,ELCA01,2031,0
RE1,PWRTRNCA2,ELCA01,2032,0
RE1,PWRTRNCA2,ELCA01,2033,0
RE1,PWRTRNCA2,ELCA01,2034,0
RE1,PWRTRNCA2,ELCA01,2035,0
RE1,PWRTRNCA2,ELCA01,2036,0
RE1,PWRTRNCA2,ELCA01,2037,0
RE1,PWRTRNCA2,ELCA01,2038,0
RE1,PWRTRNCA2,ELCA01,2039,0
RE1,PWRTRNCA2,ELCA01,2040,0
RE1,PWRTRNCA2,ELCA01,2041,0
RE1,PWRTRNCA2,ELCA01,2042,0
RE1,PWRTRNCA2,ELCA01,2043,0
RE1,PWRTRNCA2,ELCA01,2044,0
RE1,PWRTRNCA2,ELCA01,2045,0
RE1,PWRTRNCA2,ELCA01,2046,0
RE1,PWRTRNCA2,ELCA01,2047,0
RE1,PWRTRNCA2,ELCA01,2048,0
RE1,PWRTRNCA2,ELCA01,2049,0
RE1,PWRTRNCA2,ELCA01,2050,0
RE1,PWRTRNCP1,ELCC02,2017,0
RE1,PWRTRNCP1,ELCC02,2018,0
RE1,PWRTRNCP1,ELCC02,2019,0
RE1,PWRTRNCP1,ELCC02,2020,0
RE1,PWRTRNCP1,ELCC02,2021,0
RE1,PWRTRNCP1,ELCC02,2022,0
RE1,PWRTRNCP1,ELCC02,2023,0
RE1,PWRTRNCP1,ELCC02,2024,0
RE1,PWRTRNCP1,ELCC02,2025,0
RE1,PWRTRNCP1,ELCC02,2026,0
RE1,PWRTRNCP1,ELCC02,2027,0
RE1,PWRTRNCP1,ELCC02,2028,0
RE1,PWRTRNCP1,ELCC02,2029,0
RE1,PWRTRNCP1,ELCC02,2030,0
RE1,PWRTRNCP1,ELCC02,2031,0
RE1,PWRTRNCP1,ELCC02,2032,0
RE1,PWRTRNCP1,ELCC02,2033,0
RE1,PWRTRNCP1,ELCC02,2034,0
RE1,PWRTRNCP1,ELCC02,2035,0
RE1,PWRTRNCP1,ELCC02,2036,0
RE1,PWRTRNCP1,ELCC02,2037,0
RE1,PWRTRNCP1,ELCC02,2038,0
RE1,PWRTRNCP1,ELCC02,2039,0
RE1,PWRTRNCP1,ELCC02,2040,0
RE1,PWRTRNCP1,ELCC02,2041,0
RE1,PWRTRNCP1,ELCC02,2042,0
RE1,PWRTRNCP1,ELCC02,2043,0
RE1,PWRTRNCP1,ELCC02,2044,0
RE1,PWRTRNCP1,ELCC02,2045,0
RE1,PWRTRNCP1,ELCC02,2046,0
RE1,PWRTRNCP1,ELCC02,2047,0
RE1,PWRTRNCP1,ELCC02,2048,0
RE1,PWRTRNCP1,ELCC02,2049,0
RE1,PWRTRNCP1,ELCC02,2050,0
RE1,PWRTRNCP2,ELCP02,2017,0
RE1,PWRTRNCP2,ELCP02,2018,0
RE1,PWRTRNCP2,ELCP02,2019,0
RE1,PWRTRNCP2,ELCP02,2020,0
RE1,PWRTRNCP2,ELCP02,2021,0
RE1,PWRTRNCP2,ELCP02,2022,0
RE1,PWRTRNCP2,ELCP02,2023,0
RE1,PWRTRNCP2,ELCP02,2024,0
RE1,PWRTRNCP2,ELCP02,2025,0
RE1,PWRTRNCP2,ELCP02,2026,0
RE1,PWRTRNCP2,ELCP02,2027,0
RE1,PWRTRNCP2,ELCP02,2028,0
RE1,PWRTRNCP2,ELCP02,2029,0
RE1,PWRTRNCP2,ELCP02,2030,0
RE1,PWRTRNCP2,ELCP02,2031,0
RE1,PWRTRNCP2,ELCP02,2032,0
RE1,PWRTRNCP2,ELCP02,2033,0
RE1,PWRTRNCP2,ELCP02,2034,0
RE1,PWRTRNCP2,ELCP02,2035,0
RE1,PWRTRNCP2,ELCP02,2036,0
RE1,PWRTRNCP2,ELCP02,2037,0
RE1,PWRTRNCP2,ELCP02,2038,0
RE1,PWRTRNCP2,ELCP02,2039,0
RE1,PWRTRNCP2,ELCP02,2040,0
RE1,PWRTRNCP2,ELCP02,2041,0
RE1,PWRTRNCP2,ELCP02,2042,0
RE1,PWRTRNCP2,ELCP02,2043,0
RE1,PWRTRNCP2,ELCP02,2044,0
RE1,PWRTRNCP2,ELCP02,2045,0
RE1,PWRTRNCP2,ELCP02,2046,0
RE1,PWRTRNCP2,ELCP02,2047,0
RE1,PWRTRNCP2,ELCP02,2048,0
RE1,PWRTRNCP2,ELCP02,2049,0
RE1,PWRTRNCP2,ELCP02,2050,0
RE1,PWRTRND01,ELCD01,2017,0
RE1,PWRTRND01,ELCD01,2018,0
RE1,PWRTRND01,ELCD01,2019,0
RE1,PWRTRND01,ELCD01,2020,0
RE1,PWRTRND01,ELCD01,2021,0
RE1,PWRTRND01,ELCD01,2022,0
RE1,PWRTRND01,ELCD01,2023,0
RE1,PWRTRND01,ELCD01,2024,0
RE1,PWRTRND01,ELCD01,2025,0
RE1,PWRTRND01,ELCD01,2026,0
RE1,PWRTRND01,ELCD01,2027,0
RE1,PWRTRND01,ELCD01,2028,0
RE1,PWRTRND01,ELCD01,2029,0
RE1,PWRTRND01,ELCD01,2030,0
RE1,PWRTRND01,ELCD01,2031,0
RE1,PWRTRND01,ELCD01,2032,0
RE1,PWRTRND01,ELCD01,2033,0
RE1,PWRTRND01,ELCD01,2034,0
RE1,PWRTRND01,ELCD01,2035,0
RE1,PWRTRND01,ELCD01,2036,0
RE1,PWRTRND01,ELCD01,2037,0
RE1,PWRTRND01,ELCD01,2038,0
RE1,PWRTRND01,ELCD01,2039,0
RE1,PWRTRND01,ELCD01,2040,0
RE1,PWRTRND01,ELCD01,2041,0
RE1,PWRTRND01,ELCD01,2042,0
RE1,PWRTRND01,ELCD01,2043,0
RE1,PWRTRND01,ELCD01,2044,0
RE1,PWRTRND01,ELCD01,2045,0
RE1,PWRTRND01,ELCD01,2046,0
RE1,PWRTRND01,ELCD01,2047,0
RE1,PWRTRND01,ELCD01,2048,0
RE1,PWRTRND01,ELCD01,2049,0
RE1,PWRTRND01,ELCD01,2050,0
RE1,PWRTRNDC1,ELCD02,2017,0
RE1,PWRTRNDC1,ELCD02,2018,0
RE1,PWRTRNDC1,ELCD02,2019,0
RE1,PWRTRNDC1,ELCD02,2020,0
RE1,PWRTRNDC1,ELCD02,2021,0
RE1,PWRTRNDC1,ELCD02,2022,0
RE1,PWRTRNDC1,ELCD02,2023,0
RE1,PWRTRNDC1,ELCD02,2024,0
RE1,PWRTRNDC1,ELCD02,2025,0
RE1,PWRTRNDC1,ELCD02,2026,0
RE1,PWRTRNDC1,ELCD02,2027,0
RE1,PWRTRNDC1,ELCD02,2028,0
RE1,PWRTRNDC1,ELCD02,2029,0
RE1,PWRTRNDC1,ELCD02,2030,0
RE1,PWRTRNDC1,ELCD02,2031,0
RE1,PWRTRNDC1,ELCD02,2032,0
RE1,PWRTRNDC1,ELCD02,2033,0
RE1,PWRTRNDC1,ELCD02,2034,0
RE1,PWRTRNDC1,ELCD02,2035,0
RE1,PWRTRNDC1,ELCD02,2036,0
RE1,PWRTRNDC1,ELCD02,2037,0
RE1,PWRTRNDC1,ELCD02,2038,0
RE1,PWRTRNDC1,ELCD02,2039,0
RE1,PWRTRNDC1,ELCD02,2040,0
RE1,PWRTRNDC1,ELCD02,2041,0
RE1,PWRTRNDC1,ELCD02,2042,0
RE1,PWRTRNDC1,ELCD02,2043,0
RE1,PWRTRNDC1,ELCD02,2044,0
RE1,PWRTRNDC1,ELCD02,2045,0
RE1,PWRTRNDC1,ELCD02,2046,0
RE1,PWRTRNDC1,ELCD02,2047,0
RE1,PWRTRNDC1,ELCD02,2048,0
RE1,PWRTRNDC1,ELCD02,2049,0
RE1,PWRTRNDC1,ELCD02,2050,0
RE1,PWRTRNDC2,ELCC02,2017,0
RE1,PWRTRNDC2,ELCC02,2018,0
RE1,PWRTRNDC2,ELCC02,2019,0
RE1,PWRTRNDC2,ELCC02,2020,0
RE1,PWRTRNDC2,ELCC02,2021,0
RE1,PWRTRNDC2,ELCC02,2022,0
RE1,PWRTRNDC2,ELCC02,2023,0
RE1,PWRTRNDC2,ELCC02,2024,0
RE1,PWRTRNDC2,ELCC02,2025,0
RE1,PWRTRNDC2,ELCC02,2026,0
RE1,PWRTRNDC2,ELCC02,2027,0
RE1,PWRTRNDC2,ELCC02,2028,0
RE1,PWRTRNDC2,ELCC02,2029,0
RE1,PWRTRNDC2,ELCC02,2030,0
RE1,PWRTRNDC2,ELCC02,2031,0
RE1,PWRTRNDC2,ELCC02,2032,0
RE1,PWRTRNDC2,ELCC02,2033,0
RE1,PWRTRNDC2,ELCC02,2034,0
RE1,PWRTRNDC2,ELCC02,2035,0
RE1,PWRTRNDC2,ELCC02,2036,0
RE1,PWRTRNDC2,ELCC02,2037,0
RE1,PWRTRNDC2,ELCC02,2038,0
RE1,PWRTRNDC2,ELCC02,2039,0
RE1,PWRTRNDC2,ELCC02,2040,0
RE1,PWRTRNDC2,ELCC02,2041,0
RE1,PWRTRNDC2,ELCC02,2042,0
RE1,PWRTRNDC2,ELCC02,2043,0
RE1,PWRTRNDC2,ELCC02,2044,0
RE1,PWRTRNDC2,ELCC02,2045,0
RE1,PWRTRNDC2,ELCC02,2046,0
RE1,PWRTRNDC2,ELCC02,2047,0
RE1,PWRTRNDC2,ELCC02,2048,0
RE1,PWRTRNDC2,ELCC02,2049,0
RE1,PWRTRNDC2,ELCC02,2050,0
RE1,PWRTRNDE1,ELCD02,2017,0
RE1,PWRTRNDE1,ELCD02,2018,0
RE1,PWRTRNDE1,ELCD02,2019,0
RE1,PWRTRNDE1,ELCD02,2020,0
RE1,PWRTRNDE1,ELCD02,2021,0
RE1,PWRTRNDE1,ELCD02,2022,0
RE1,PWRTRNDE1,ELCD02,2023,0
RE1,PWRTRNDE1,ELCD02,2024,0
RE1,PWRTRNDE1,ELCD02,2025,0
RE1,PWRTRNDE1,ELCD02,2026,0
RE1,PWRTRNDE1,ELCD02,2027,0
RE1,PWRTRNDE1,ELCD02,2028,0
RE1,PWRTRNDE1,ELCD02,2029,0
RE1,PWRTRNDE1,ELCD02,2030,0
RE1,PWRTRNDE1,ELCD02,2031,0
RE1,PWRTRNDE1,ELCD02,2032,0
RE1,PWRTRNDE1,ELCD02,2033,0
RE1,PWRTRNDE1,ELCD02,2034,0
RE1,PWRTRNDE1,ELCD02,2035,0
RE1,PWRTRNDE1,ELCD02,2036,0
RE1,PWRTRNDE1,ELCD02,2037,0
RE1,PWRTRNDE1,ELCD02,2038,0
RE1,PWRTRNDE1,ELCD02,2039,0
RE1,PWRTRNDE1,ELCD02,2040,0
RE1,PWRTRNDE1,ELCD02,2041,0
RE1,PWRTRNDE1,ELCD02,2042,0
RE1,PWRTRNDE1,ELCD02,2043,0
RE1,PWRTRNDE1,ELCD02,2044,0
RE1,PWRTRNDE1,ELCD02,2045,0
RE1,PWRTRNDE1,ELCD02,2046,0
RE1,PWRTRNDE1,ELCD02,2047,0
RE1,PWRTRNDE1,ELCD02,2048,0
RE1,PWRTRNDE1,ELCD02,2049,0
RE1,PWRTRNDE1,ELCD02,2050,0
RE1,PWRTRNDE2,ELCE02,2017,0
RE1,PWRTRNDE2,ELCE02,2018,0
RE1,PWRTRNDE2,ELCE02,2019,0
RE1,PWRTRNDE2,ELCE02,2020,0
RE1,PWRTRNDE2,ELCE02,2021,0
RE1,PWRTRNDE2,ELCE02,2022,0
RE1,PWRTRNDE2,ELCE02,2023,0
RE1,PWRTRNDE2,ELCE02,2024,0
RE1,PWRTRNDE2,ELCE02,2025,0
RE1,PWRTRNDE2,ELCE02,2026,0
RE1,PWRTRNDE2,ELCE02,2027,0
RE1,PWRTRNDE2,ELCE02,2028,0
RE1,PWRTRNDE2,ELCE02,2029,0
RE1,PWRTRNDE2,ELCE02,2030,0
RE1,PWRTRNDE2,ELCE02,2031,0
RE1,PWRTRNDE2,ELCE02,2032,0
RE1,PWRTRNDE2,ELCE02,2033,0
RE1,PWRTRNDE2,ELCE02,2034,0
RE1,PWRTRNDE2,ELCE02,2035,0
RE1,PWRTRNDE2,ELCE02,2036,0
RE1,PWRTRNDE2,ELCE02,2037,0
RE1,PWRTRNDE2,ELCE02,2038,0
RE1,PWRTRNDE2,ELCE02,2039,0
RE1,PWRTRNDE2,ELCE02,2040,0
RE1,PWRTRNDE2,ELCE02,2041,0
RE1,PWRTRNDE2,ELCE02,2042,0
RE1,PWRTRNDE2,ELCE02,2043,0
RE1,PWRTRNDE2,ELCE02,2044,0
RE1,PWRTRNDE2,ELCE02,2045,0
RE1,PWRTRNDE2,ELCE02,2046,0
RE1,PWRTRNDE2,ELCE02,2047,0
RE1,PWRTRNDE2,ELCE02,2048,0
RE1,PWRTRNDE2,ELCE02,2049,0
RE1,PWRTRNDE2,ELCE02,2050,0
RE1,PWRTRNDH1,ELCD02,2017,0
RE1,PWRTRNDH1,ELCD02,2018,0
RE1,PWRTRNDH1,ELCD02,2019,0
RE1,PWRTRNDH1,ELCD02,2020,0
RE1,PWRTRNDH1,ELCD02,2021,0
RE1,PWRTRNDH1,ELCD02,2022,0
RE1,PWRTRNDH1,ELCD02,2023,0
RE1,PWRTRNDH1,ELCD02,2024,0
RE1,PWRTRNDH1,ELCD02,2025,0
RE1,PWRTRNDH1,ELCD02,2026,0
RE1,PWRTRNDH1,ELCD02,2027,0
RE1,PWRTRNDH1,ELCD02,2028,0
RE1,PWRTRNDH1,ELCD02,2029,0
RE1,PWRTRNDH1,ELCD02,2030,0
RE1,PWRTRNDH1,ELCD02,2031,0
RE1,PWRTRNDH1,ELCD02,2032,0
RE1,PWRTRNDH1,ELCD02,2033,0
RE1,PWRTRNDH1,ELCD02,2034,0
RE1,PWRTRNDH1,ELCD02,2035,0
RE1,PWRTRNDH1,ELCD02,2036,0
RE1,PWRTRNDH1,ELCD02,2037,0
RE1,PWRTRNDH1,ELCD02,2038,0
RE1,PWRTRNDH1,ELCD02,2039,0
RE1,PWRTRNDH1,ELCD02,2040,0
RE1,PWRTRNDH1,ELCD02,2041,0
RE1,PWRTRNDH1,ELCD02,2042,0
RE1,PWRTRNDH1,ELCD02,2043,0
RE1,PWRTRNDH1,ELCD02,2044,0
RE1,PWRTRNDH1,ELCD02,2045,0
RE1,PWRTRNDH1,ELCD02,2046,0
RE1,PWRTRNDH1,ELCD02,2047,0
RE1,PWRTRNDH1,ELCD02,2048,0
RE1,PWRTRNDH1,ELCD02,2049,0
RE1,PWRTRNDH1,ELCD02,2050,0
RE1,PWRTRNDH2,ELCH02,2017,0
RE1,PWRTRNDH2,ELCH02,2018,0
RE1,PWRTRNDH2,ELCH02,2019,0
RE1,PWRTRNDH2,ELCH02,2020,0
RE1,PWRTRNDH2,ELCH02,2021,0
RE1,PWRTRNDH2,ELCH02,2022,0
RE1,PWRTRNDH2,ELCH02,2023,0
RE1,PWRTRNDH2,ELCH02,2024,0
RE1,PWRTRNDH2,ELCH02,2025,0
RE1,PWRTRNDH2,ELCH02,2026,0
RE1,PWRTRNDH2,ELCH02,2027,0
RE1,PWRTRNDH2,ELCH02,2028,0
RE1,PWRTRNDH2,ELCH02,2029,0
RE1,PWRTRNDH2,ELCH02,2030,0
RE1,PWRTRNDH2,ELCH02,2031,0
RE1,PWRTRNDH2,ELCH02,2032,0
RE1,PWRTRNDH2,ELCH02,2033,0
RE1,PWRTRNDH2,ELCH02,2034,0
RE1,PWRTRNDH2,ELCH02,2035,0
RE1,PWRTRNDH2,ELCH02,2036,0
RE1,PWRTRNDH2,ELCH02,2037,0
RE1,PWRTRNDH2,ELCH02,2038,0
RE1,PWRTRNDH2,ELCH02,2039,0
RE1,PWRTRNDH2,ELCH02,2040,0
RE1,PWRTRNDH2,ELCH02,2041,0
RE1,PWRTRNDH2,ELCH02,2042,0
RE1,PWRTRNDH2,ELCH02,2043,0
RE1,PWRTRNDH2,ELCH02,2044,0
RE1,PWRTRNDH2,ELCH02,2045,0
RE1,PWRTRNDH2,ELCH02,2046,0
RE1,PWRTRNDH2,ELCH02,2047,0
RE1,PWRTRNDH2,ELCH02,2048,0
RE1,PWRTRNDH2,ELCH02,2049,0
RE1,PWRTRNDH2,ELCH02,2050,0
RE1,PWRTRNDJ1,ELCD02,2017,0
RE1,PWRTRNDJ1,ELCD02,2018,0
RE1,PWRTRNDJ1,ELCD02,2019,0
RE1,PWRTRNDJ1,ELCD02,2020,0
RE1,PWRTRNDJ1,ELCD02,2021,0
RE1,PWRTRNDJ1,ELCD02,2022,0
RE1,PWRTRNDJ1,ELCD02,2023,0
RE1,PWRTRNDJ1,ELCD02,2024,0
RE1,PWRTRNDJ1,ELCD02,2025,0
RE1,PWRTRNDJ1,ELCD02,2026,0
RE1,PWRTRNDJ1,ELCD02,2027,0
RE1,PWRTRNDJ1,ELCD02,2028,0
RE1,PWRTRNDJ1,ELCD02,2029,0
RE1,PWRTRNDJ1,ELCD02,2030,0
RE1,PWRTRNDJ1,ELCD02,2031,0
RE1,PWRTRNDJ1,ELCD02,2032,0
RE1,PWRTRNDJ1,ELCD02,2033,0
RE1,PWRTRNDJ1,ELCD02,2034,0
RE1,PWRTRNDJ1,ELCD02,2035,0
RE1,PWRTRNDJ1,ELCD02,2036,0
RE1,PWRTRNDJ1,ELCD02,2037,0
RE1,PWRTRNDJ1,ELCD02,2038,0
RE1,PWRTRNDJ1,ELCD02,2039,0
RE1,PWRTRNDJ1,ELCD02,2040,0
RE1,PWRTRNDJ1,ELCD02,2041,0
RE1,PWRTRNDJ1,ELCD02,2042,0
RE1,PWRTRNDJ1,ELCD02,2043,0
RE1,PWRTRNDJ1,ELCD02,2044,0
RE1,PWRTRNDJ1,ELCD02,2045,0
RE1,PWRTRNDJ1,ELCD02,2046,0
RE1,PWRTRNDJ1,ELCD02,2047,0
RE1,PWRTRNDJ1,ELCD02,2048,0
RE1,PWRTRNDJ1,ELCD02,2049,0
RE1,PWRTRNDJ1,ELCD02,2050,0
RE1,PWRTRNDJ2,ELCJ02,2017,0
RE1,PWRTRNDJ2,ELCJ02,2018,0
RE1,PWRTRNDJ2,ELCJ02,2019,0
RE1,PWRTRNDJ2,ELCJ02,2020,0
RE1,PWRTRNDJ2,ELCJ02,2021,0
RE1,PWRTRNDJ2,ELCJ02,2022,0
RE1,PWRTRNDJ2,ELCJ02,2023,0
RE1,PWRTRNDJ2,ELCJ02,2024,0
RE1,PWRTRNDJ2,ELCJ02,2025,0
RE1,PWRTRNDJ2,ELCJ02,2026,0
RE1,PWRTRNDJ2,ELCJ02,2027,0
RE1,PWRTRNDJ2,ELCJ02,2028,0
RE1,PWRTRNDJ2,ELCJ02,2029,0
RE1,PWRTRNDJ2,ELCJ02,2030,0
RE1,PWRTRNDJ2,ELCJ02,2031,0
RE1,PWRTRNDJ2,ELCJ02,2032,0
RE1,PWRTRNDJ2,ELCJ02,2033,0
RE1,PWRTRNDJ2,ELCJ02,2034,0
RE1,PWRTRNDJ2,ELCJ02,2035,0
RE1,PWRTRNDJ2,ELCJ02,2036,0
RE1,PWRTRNDJ2,ELCJ02,2037,0
RE1,PWRTRNDJ2,ELCJ02,2038,0
RE1,PWRTRNDJ2,ELCJ02,2039,0
RE1,PWRTRNDJ2,ELCJ02,2040,0
RE1,PWRTRNDJ2,ELCJ02,2041,0
RE1,PWRTRNDJ2,ELCJ02,2042,0
RE1,PWRTRNDJ2,ELCJ02,2043,0
RE1,PWRTRNDJ2,ELCJ02,2044,0
RE1,PWRTRNDJ2,ELCJ02,2045,0
RE1,PWRTRNDJ2,ELCJ02,2046,0
RE1,PWRTRNDJ2,ELCJ02,2047,0
RE1,PWRTRNDJ2,ELCJ02,2048,0
RE1,PWRTRNDJ2,ELCJ02,2049,0
RE1,PWRTRNDJ2,ELCJ02,2050,0
RE1,PWRTRNE01,ELCE01,2017,0
RE1,PWRTRNE01,ELCE01,2018,0
